artists,name,duration_ms,year,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,decade,decade_label,cluster
"Simon Lee & Alvin, Susie Ledge",Why I Came Here (Mixed),88813,2018,7.88e-06,0.477,0.926,0.434,0.347,-6.774,0.0413,129.964,0.334,22.0,2010,2010s,0
Kenan Doğulu,Yosun,238245,2018,0.293,0.497,0.633,0.0,0.123,-6.71,0.0809,88.003,0.496,50.0,2010,2010s,0
Ina Wroldsen,Mother,196196,2018,0.311,0.61,0.524,0.0,0.0787,-7.4,0.0423,76.993,0.323,55.0,2010,2010s,0
Mayday,轉眼(2018 自傳最終章),360867,2018,0.0901,0.355,0.448,0.0,0.137,-7.233,0.0296,167.815,0.275,40.0,2010,2010s,0
Punnany Massif,Utolsó Tánc - PMXV Version,324000,2018,0.0848,0.767,0.626,1.39e-06,0.156,-8.655,0.0391,93.991,0.65,39.0,2010,2010s,0
916frosty,FRIDAY,292561,2018,0.166,0.412,0.681,0.0,0.466,-6.838,0.193,92.023,0.45,59.0,2010,2010s,0
Auf dutch,Flower,35515,2018,0.525,0.904,0.452,0.833,0.129,-11.507,0.228,115.011,0.651,39.0,2010,2010s,2
"Kalash, Sfera Ebbasta",Mwaka Moon - Remix,237179,2018,0.0942,0.768,0.556,1.42e-05,0.107,-7.146,0.0739,155.07,0.24,55.0,2010,2010s,0
Paula Fernandes,Beijo Bom,199841,2018,0.706,0.601,0.333,1.68e-05,0.104,-12.795,0.0461,75.954,0.391,56.0,2010,2010s,2
Il Pagante,Il Terrone Va Di Moda,174919,2018,0.0987,0.749,0.851,0.0,0.0533,-4.811,0.211,124.125,0.776,49.0,2010,2010s,0
Sassydee,Take a Bow,226000,2018,0.532,0.74,0.508,3.11e-06,0.164,-9.048,0.0499,82.004,0.478,0.0,2010,2010s,0
Mustafa Taş,Tü Tü Maşallah,157957,2018,0.267,0.634,0.826,7.38e-05,0.195,-6.217,0.0388,168.016,0.948,49.0,2010,2010s,0
First Aid Kit,Fireworks,254547,2018,0.597,0.502,0.483,1.37e-06,0.108,-7.173,0.0247,92.579,0.243,59.0,2010,2010s,2
"Shaarib Toshi, Arijit Singh","Bandeya (feat. Arijit Singh) - From ""Dil Juunglee""",184666,2018,0.619,0.465,0.551,6.03e-06,0.109,-6.58,0.0362,89.459,0.415,62.0,2010,2010s,2
Dm Moon,Sand,265827,2018,0.139,0.747,0.711,0.933,0.0997,-12.132,0.0405,129.992,0.763,0.0,2010,2010s,0
Sagopa Kajmer,Sessiz Ve Yalnız,226207,2018,0.315,0.724,0.557,0.00274,0.114,-8.099,0.111,174.055,0.397,52.0,2010,2010s,0
Skeem Sa 2015,Skit - Happy New Year MAPARA!!!,13284,2018,0.827,0.0,0.553,0.0,0.278,-8.411,0.0,120.012,0.0,0.0,2010,2010s,2
Gzuz,¿ Warum ?,192255,2018,0.372,0.542,0.717,0.0,0.131,-4.241,0.405,159.91,0.483,61.0,2010,2010s,0
Adam F,Circles VIP 2000 - VIP 2000 Mix,276693,2018,0.00014,0.573,0.943,0.113,0.408,-5.339,0.101,177.934,0.528,13.0,2010,2010s,0
Victor Crone,Storm,185625,2018,0.0481,0.616,0.588,0.0,0.0772,-4.985,0.0324,127.945,0.287,50.0,2010,2010s,0
Anders Matthesen,Pesto - Ternet Ninja,176450,2018,0.243,0.756,0.598,0.0,0.129,-7.627,0.131,96.006,0.425,44.0,2010,2010s,0
"Charles Ans, Gera MX",Café,201688,2018,0.276,0.806,0.654,0.0,0.0856,-8.252,0.216,90.012,0.487,58.0,2010,2010s,0
Charles Ans,Andrómeda,235484,2018,0.542,0.764,0.781,0.0,0.0925,-8.178,0.255,90.001,0.256,55.0,2010,2010s,0
Free Finga,Fomo,203160,2018,0.0594,0.774,0.587,0.00074,0.304,-8.535,0.039,134.004,0.844,33.0,2010,2010s,0
Onur Can Özcan,Ayyaş,116000,2018,0.919,0.418,0.0933,0.0,0.122,-16.121,0.0419,91.715,0.388,47.0,2010,2010s,2
Bad Wolves,Zombie,254805,2018,0.00756,0.448,0.826,0.0,0.117,-3.244,0.0319,77.093,0.19,71.0,2010,2010s,0
Milan Lieskovsky,Love Drive,195223,2018,0.0185,0.535,0.955,0.000508,0.352,-4.225,0.0704,125.992,0.844,27.0,2010,2010s,0
"Sjava, Buhlebendalo",Izitha,240000,2018,0.351,0.498,0.482,0.0,0.207,-8.589,0.0288,138.74,0.311,33.0,2010,2010s,0
柯智棠,You Are,270594,2018,0.869,0.316,0.164,0.0,0.125,-14.831,0.0419,71.035,0.125,45.0,2010,2010s,2
NWYR,Wormhole,163636,2018,0.00569,0.477,0.937,0.00962,0.559,-4.499,0.174,132.017,0.224,7.0,2010,2010s,0
Vybz Kartel,Under Water,180000,2018,0.311,0.872,0.657,0.0707,0.112,-5.7,0.202,123.938,0.561,43.0,2010,2010s,0
"Tedi Aleksandrova, Аднан Бийтс, Гейм Оувър",От София до Банско,232143,2018,0.115,0.851,0.79,0.0,0.211,-2.845,0.14,84.073,0.935,33.0,2010,2010s,0
Singapūras Satīns,Benz,242874,2018,0.322,0.786,0.474,2.19e-05,0.216,-8.651,0.0426,120.009,0.554,33.0,2010,2010s,0
Hov1,Stan e mörk,186120,2018,0.693,0.557,0.442,0.0,0.0804,-9.674,0.0603,106.296,0.253,44.0,2010,2010s,2
"DJ DYLVN, Hansie, Tabitha",Speling (feat. Tabitha),168014,2018,0.0267,0.868,0.568,0.0,0.0741,-4.434,0.0822,97.931,0.682,52.0,2010,2010s,0
"Vegas Jones, MadMan, Gemitaiz",Brillo (feat. Madman & Gemitaiz),221386,2018,0.0387,0.824,0.535,5.55e-05,0.113,-9.371,0.232,150.004,0.374,46.0,2010,2010s,0
Danger Man,Funeral,125120,2018,0.0945,0.642,0.792,2.65e-06,0.296,-3.556,0.285,89.966,0.883,29.0,2010,2010s,0
"Barselona, Thøger Dixgaard",Hvornår,194550,2018,0.588,0.852,0.365,0.000258,0.0771,-8.264,0.117,99.864,0.652,44.0,2010,2010s,0
"Tó Semedo, Yasmine",Não Tem Que Encantar,236193,2018,0.201,0.714,0.672,0.00557,0.148,-6.146,0.0465,93.995,0.422,40.0,2010,2010s,0
Benjamin Ingrosso,I Wouldn't Know,176507,2018,0.175,0.608,0.766,4.88e-06,0.211,-7.835,0.064,101.015,0.565,45.0,2010,2010s,0
Queen,Don't Stop Me Now - ...Revisited,217824,2018,0.0152,0.465,0.917,0.02,0.286,-6.331,0.237,155.061,0.39,66.0,2010,2010s,0
"Becky G, Paulo Londra",Cuando Te Besé,254383,2018,0.307,0.772,0.732,5.14e-06,0.106,-3.713,0.213,100.048,0.295,70.0,2010,2010s,0
Cody Jinks,Must Be The Whiskey,205333,2018,0.0915,0.546,0.786,8.67e-05,0.168,-5.06,0.0401,126.003,0.679,67.0,2010,2010s,0
Idan Raichel,את לא נשארת לבד,220089,2018,0.609,0.744,0.661,5.18e-05,0.265,-7.772,0.0271,104.014,0.641,36.0,2010,2010s,0
Elastinen,Supervoimii,208681,2018,0.0271,0.839,0.636,0.0,0.102,-4.706,0.0628,103.971,0.683,43.0,2010,2010s,0
李袁杰,离人愁,247125,2018,0.393,0.628,0.309,0.0,0.0779,-11.031,0.0575,75.026,0.283,44.0,2010,2010s,2
BTS,Epiphany,240362,2018,0.29,0.509,0.558,0.0,0.131,-6.369,0.0276,135.879,0.327,74.0,2010,2010s,0
Bii,聊傷,284573,2018,0.878,0.513,0.297,0.0,0.108,-13.108,0.0398,125.864,0.159,39.0,2010,2010s,2
Yuval Dayan,דמעות שקופות,212847,2018,0.38,0.513,0.775,0.000441,0.0901,-7.744,0.189,85.057,0.496,33.0,2010,2010s,0
Ink Waruntorn,ยังรู้สึก (Old Feeling),260872,2018,0.718,0.401,0.65,2.74e-05,0.103,-5.695,0.0533,168.274,0.204,38.0,2010,2010s,2
Chillinit,Wish You Well Pt. 2 (It's A Vibe),156800,2018,0.129,0.597,0.525,0.0,0.321,-8.029,0.335,150.146,0.59,61.0,2010,2010s,0
Drax Project,Prefer,172697,2018,0.149,0.593,0.646,0.0,0.0736,-5.737,0.127,139.943,0.826,38.0,2010,2010s,0
Dm Moon,In Your Silence,234160,2018,0.0141,0.714,0.775,0.392,0.729,-7.949,0.0921,128.011,0.636,0.0,2010,2010s,1
"Hardwell, Maddix",Bella Ciao,203769,2018,0.00214,0.616,0.892,0.000186,0.227,-4.688,0.0462,129.991,0.235,65.0,2010,2010s,0
Moon Vagrants,Castor and Polydeuces,154704,2018,0.0361,0.343,0.547,0.786,0.239,-11.612,0.0372,109.807,0.0671,26.0,2010,2010s,2
HIRAIDAI,FAMILY SONG,209760,2018,0.853,0.718,0.306,0.0,0.1,-10.207,0.0267,89.994,0.709,44.0,2010,2010s,2
FMK,Perdóname,163466,2018,0.0345,0.697,0.413,2.43e-05,0.106,-8.87,0.0395,130.121,0.123,62.0,2010,2010s,0
"Softmal, Luthier, Nytron",Seven Years,346000,2018,0.00349,0.806,0.912,0.396,0.0701,-4.685,0.0533,123.002,0.428,7.0,2010,2010s,0
"Kina, Adriana Proenza",Can We Kiss Forever?,187932,2018,0.894,0.522,0.128,0.026,0.0941,-18.717,0.0357,109.986,0.124,82.0,2010,2010s,2
Zé Neto & Cristiano,Derreter a Aliança - Ao Vivo,189669,2018,0.53,0.682,0.904,0.0,0.206,-3.679,0.0779,132.89,0.775,58.0,2010,2010s,0
Mark Stam,Impar,216000,2018,0.0818,0.713,0.709,0.0,0.108,-3.977,0.0549,140.013,0.805,38.0,2010,2010s,0
"ZadeKing, Temur",Hola Mamacita,173858,2018,0.158,0.706,0.836,0.0,0.25,-4.735,0.0421,99.997,0.742,42.0,2010,2010s,0
Nicklas Sahl,New Eyes,215690,2018,0.128,0.74,0.533,0.0,0.0837,-6.083,0.0398,94.977,0.568,48.0,2010,2010s,0
Jack River,Fool's Gold,258992,2018,0.0169,0.4,0.654,0.0,0.105,-6.643,0.032,79.893,0.266,52.0,2010,2010s,0
"La Manta, La Kikada",Los Tiguere Pikante,212375,2018,0.096,0.865,0.921,0.000557,0.125,-7.114,0.115,109.986,0.766,26.0,2010,2010s,0
"convolk, halberd, guardin, Jakkyboí, 9tails",whatever it takes,217182,2018,0.404,0.711,0.545,0.0,0.122,-6.81,0.0322,108.02,0.345,64.0,2010,2010s,0
Fleetwood Mac,Paper Doll - 2018 Remaster,238947,2018,0.194,0.711,0.859,1.25e-05,0.0561,-8.375,0.039,101.198,0.844,33.0,2010,2010s,0
FISHER,Losing It,248036,2018,0.00181,0.76,0.964,0.703,0.0975,-5.844,0.0577,125.003,0.643,77.0,2010,2010s,0
"Dough-Boy, Geniuz f, Seanie P, Tommy Grooves","望穿抽水 (feat. Seanie P, Tommy Grooves, Geniuz F)",309375,2018,0.111,0.803,0.701,0.0,0.0763,-6.876,0.346,128.051,0.793,34.0,2010,2010s,0
"Bizi, Cledos",BIGMACi,180373,2018,0.000991,0.817,0.669,0.00043,0.268,-4.571,0.335,160.968,0.27,38.0,2010,2010s,0
ODZ,Annan modell,225118,2018,0.291,0.679,0.657,0.0,0.106,-8.273,0.311,127.665,0.686,45.0,2010,2010s,0
Carlos Rivera,Sería Más Fácil,217280,2018,0.316,0.371,0.523,0.0,0.0839,-8.299,0.0376,152.187,0.211,63.0,2010,2010s,2
"LUISA, Yzomandias",Dôležité,204889,2018,0.219,0.76,0.537,0.0,0.11,-7.571,0.143,143.035,0.688,35.0,2010,2010s,0
Carlos Sadness,Te Quiero un Poco,206129,2018,0.489,0.776,0.628,0.000257,0.3,-6.558,0.0487,133.037,0.771,59.0,2010,2010s,0
Osher,Massive Star,499256,2018,0.0151,0.73,0.899,0.852,0.258,-7.085,0.0516,131.998,0.139,0.0,2010,2010s,0
"Shi Shi, ØZI",曖 (feat. ØZI),206672,2018,0.264,0.681,0.696,0.0,0.275,-6.053,0.0467,114.056,0.698,44.0,2010,2010s,0
Asme,No mercy,201081,2018,0.483,0.894,0.363,0.0,0.112,-12.344,0.165,147.985,0.713,50.0,2010,2010s,0
Wave Sounds For Sleep,Calming Waves Baby Sleep Sound,150356,2018,0.748,0.186,0.969,0.856,0.961,-31.125,0.0482,97.313,1e-05,51.0,2010,2010s,2
Lauri Tähkä,Palavaa vettä,222277,2018,0.0151,0.562,0.797,0.0,0.075,-5.85,0.0363,157.067,0.444,40.0,2010,2010s,0
YENTED,Her,220059,2018,0.606,0.803,0.722,0.0,0.256,-6.908,0.178,129.988,0.548,54.0,2010,2010s,0
"Nvscvr, Fatal",Wake N Bake,216242,2018,0.0592,0.711,0.704,0.00207,0.0791,-6.039,0.0844,154.018,0.597,49.0,2010,2010s,0
Toploader,Dancing in the Moonlight,232693,2018,0.0624,0.632,0.856,0.0,0.347,-3.463,0.0348,119.397,0.867,26.0,2010,2010s,0
GRAACE,Last Night,209360,2018,0.795,0.512,0.317,0.0,0.0887,-10.277,0.0479,86.483,0.224,51.0,2010,2010s,2
Morat,Maldita Costumbre,165787,2018,0.181,0.826,0.928,0.0,0.296,-4.181,0.0336,139.033,0.967,62.0,2010,2010s,0
Kukon,Ostatni bal,213702,2018,0.582,0.599,0.578,0.0,0.0894,-8.601,0.305,134.676,0.491,49.0,2010,2010s,0
"Anuel AA, Romeo Santos",Ella Quiere Beber - Remix,219357,2018,0.265,0.75,0.665,0.0,0.0515,-3.083,0.124,95.239,0.697,77.0,2010,2010s,0
"Pyhimys, Vesta","Kynnet, Kynnet",245280,2018,0.67,0.654,0.817,0.000153,0.144,-7.082,0.107,100.002,0.301,37.0,2010,2010s,0
NWYR,Ends of Time (FYHYM2018),59000,2018,3.8e-06,0.304,0.901,0.771,0.349,-5.63,0.0775,129.921,0.374,3.0,2010,2010s,0
Jess Glynne,Thursday,216239,2018,0.452,0.603,0.554,0.0,0.0545,-4.381,0.0646,111.989,0.354,64.0,2010,2010s,0
Subway To Sally,Sieben - (Live at Wacken 2017),238907,2018,0.000507,0.305,0.988,0.0276,0.79,-3.208,0.114,161.916,0.188,3.0,2010,2010s,1
Un Corazón,Dios de imposibles,258347,2018,0.237,0.603,0.478,1.03e-05,0.114,-7.513,0.0265,131.991,0.314,49.0,2010,2010s,0
Morat,Cuando Nadie Ve,219587,2018,0.133,0.806,0.778,0.0,0.218,-4.577,0.0616,95.993,0.84,72.0,2010,2010s,0
"Alina Baraz, Khalid",Floating (feat. Khalid),174490,2018,0.81,0.66,0.447,2.15e-06,0.11,-9.026,0.0482,84.95,0.578,70.0,2010,2010s,2
"White Noise for Babies, Crickets, Baby Sleep Sounds",Cricket Sound 4 - Loopable With No Fade,71000,2018,0.915,0.461,0.00325,0.862,0.0594,-46.251,0.0639,111.653,0.0728,53.0,2010,2010s,2
"Tritonal, Jenry R, Rafael Frost",Something New - Rafael Frost Remix,307000,2018,0.000412,0.39,0.839,0.0527,0.817,-4.648,0.0578,132.049,0.126,0.0,2010,2010s,1
".Feast, Rayssa Dynta",Berita Kehilangan,259853,2018,0.00346,0.54,0.8,0.00762,0.166,-7.664,0.0272,84.986,0.469,54.0,2010,2010s,0
Ohashi Trio,The Day Will Come Again,366440,2018,0.411,0.429,0.389,0.00366,0.12,-7.642,0.0303,143.913,0.318,5.0,2010,2010s,2
Kyoko Endo,木の葉,272000,2018,0.956,0.559,0.0685,1.21e-06,0.0752,-15.674,0.0309,101.015,0.406,0.0,2010,2010s,2
Natalie Perez,Lluvia,215760,2018,0.0819,0.613,0.532,0.00506,0.107,-6.39,0.0304,91.994,0.611,46.0,2010,2010s,0
Jorge & Mateus,Vale por Dez - Ao Vivo,174188,2018,0.468,0.678,0.811,0.0,0.442,-4.576,0.0428,163.955,0.666,54.0,2010,2010s,0
"Rufi-O, Lily Potter",Oblivion,152920,2018,0.975,0.714,0.131,0.904,0.354,-21.958,0.0556,113.032,0.685,69.0,2010,2010s,2
Jorge & Mateus,Olhares Sinceros - Ao Vivo,182457,2018,0.341,0.72,0.813,2.98e-05,0.902,-5.109,0.0377,109.995,0.477,55.0,2010,2010s,1
Juno Mak,勇悍・17,288000,2018,0.72,0.576,0.365,0.0,0.1,-10.375,0.0339,135.954,0.486,33.0,2010,2010s,2
Kaan Boşnak,Deplasmanda Plasebo,235093,2018,0.302,0.606,0.617,0.835,0.338,-10.722,0.0555,178.009,0.769,48.0,2010,2010s,0
"Sigala, Ella Eyre, Meghan Trainor, French Montana",Just Got Paid,218480,2018,0.0332,0.734,0.921,0.0,0.197,-1.936,0.0865,120.057,0.65,63.0,2010,2010s,0
Dj Trance Vibes,Electro House 2019,218947,2018,0.441,0.519,0.131,0.918,0.11,-18.451,0.0429,114.036,0.316,0.0,2010,2010s,2
"GIMS, Vianney",La même,199040,2018,0.22,0.682,0.763,0.0,0.132,-5.743,0.0888,122.035,0.409,56.0,2010,2010s,0
Diljit Dosanjh,Jind Mahi,175000,2018,0.286,0.73,0.705,0.0,0.113,-4.358,0.0328,139.924,0.655,56.0,2010,2010s,0
Joseph Vincent,Mine,124595,2018,0.929,0.71,0.145,0.0,0.11,-12.424,0.0513,71.06,0.513,57.0,2010,2010s,2
White Noise Collectors,Best White Noise Loopable,63439,2018,0.0,0.0,1.99e-05,0.0,0.0,-23.999,0.0,120.012,0.0,34.0,2010,2010s,2
Tai Orathai,ซังได้ซังแล้ว,272750,2018,0.766,0.588,0.506,8.87e-06,0.108,-6.053,0.0303,135.813,0.377,39.0,2010,2010s,2
eńau,Negara Lucu,280259,2018,0.509,0.795,0.642,1.78e-05,0.327,-7.713,0.0342,101.011,0.62,51.0,2010,2010s,0
Lesha Svik,Дым,219961,2018,0.389,0.833,0.513,3.53e-05,0.116,-6.509,0.0926,118.052,0.251,56.0,2010,2010s,0
Tamta,Arhes Kalokeriou,223200,2018,0.0251,0.577,0.75,0.0,0.153,-8.238,0.0514,115.978,0.271,34.0,2010,2010s,0
"Samey, Saul",Nadej,152584,2018,0.464,0.571,0.529,0.0,0.147,-6.883,0.0294,133.985,0.183,40.0,2010,2010s,0
Kärbholz,Evolution Umsonst - (Live at Wacken 2017),248613,2018,0.000124,0.287,0.943,0.0002,0.422,-5.766,0.0643,114.721,0.339,2.0,2010,2010s,0
Heaven Shall Burn,Voice Of The Voiceless - (Live at Wacken 2017),283080,2018,4.34e-06,0.209,0.965,0.672,0.666,-5.425,0.0885,87.01,0.177,4.0,2010,2010s,1
Ohashi Trio,MAGIC,260880,2018,0.57,0.696,0.595,9.42e-05,0.363,-7.228,0.0296,120.087,0.744,6.0,2010,2010s,0
"DMS, Nerieš",Big Mac,178442,2018,0.304,0.626,0.753,0.0,0.0917,-4.255,0.123,76.763,0.548,34.0,2010,2010s,0
"Prāta Vētra, Marina Kravets",Как я искал тебя,245639,2018,0.608,0.668,0.685,0.000184,0.101,-10.107,0.0442,125.022,0.511,29.0,2010,2010s,0
Hormone Boys,傾雨,249023,2018,0.00122,0.611,0.868,7.12e-05,0.13,-5.208,0.0334,132.947,0.551,37.0,2010,2010s,0
Thegiornalisti,Zero stare sereno,195427,2018,0.0212,0.642,0.938,0.0,0.0833,-3.674,0.053,115.956,0.282,53.0,2010,2010s,0
"Matheus & Kauan, Anitta",Ao Vivo E A Cores,180304,2018,0.0131,0.668,0.526,0.0,0.147,-6.174,0.0352,135.032,0.42,59.0,2010,2010s,0
Kôba Building,Encore,218651,2018,0.223,0.772,0.837,0.00126,0.146,-3.823,0.213,98.036,0.549,3.0,2010,2010s,0
Djadja & Dinaz,C63,200800,2018,0.24,0.688,0.58,0.0,0.17,-5.951,0.0721,110.023,0.339,54.0,2010,2010s,0
Flashmob,Year1993 - Original Mix,430062,2018,0.187,0.792,0.696,0.912,0.111,-10.509,0.0348,126.009,0.154,0.0,2010,2010s,0
Not For Sale,Prima o poi,171147,2018,0.000239,0.469,0.912,0.0,0.321,-3.75,0.0389,106.977,0.735,0.0,2010,2010s,0
ACTART,นอกจากชื่อฉัน - Acoustic Version,262283,2018,0.893,0.561,0.315,0.0,0.113,-6.554,0.0391,174.016,0.361,41.0,2010,2010s,2
Volcano Fist,The Year 2008,56525,2018,0.813,0.453,0.0737,0.972,0.154,-18.91,0.0381,80.225,0.125,0.0,2010,2010s,2
"Way Out West, Modd",Tuesday Maybe - Modd Extended Mix,346482,2018,0.0519,0.594,0.748,0.893,0.129,-9.161,0.0365,121.684,0.362,2.0,2010,2010s,0
Agua Marina,Tu Traición Se Acabó - En Vivo,247536,2018,0.37,0.648,0.847,0.000253,0.437,-7.559,0.0424,173.139,0.908,54.0,2010,2010s,0
Kayee Tam,"陪著你走 - 劇集 ""不懂撒嬌的女人"" 插曲",212627,2018,0.824,0.716,0.231,0.0,0.0829,-13.513,0.0382,100.99,0.241,41.0,2010,2010s,2
"Bhaskar, Silva, Anitta",Fica Tudo Bem - Bhaskar Remix,174125,2018,0.185,0.871,0.487,0.0139,0.141,-9.519,0.058,120.0,0.688,59.0,2010,2010s,0
Burna Boy,Ye,231618,2018,0.018,0.501,0.592,0.000138,0.174,-5.923,0.446,202.003,0.351,48.0,2010,2010s,0
Kenshi Yonezu,クランベリーとパンケーキ,210547,2018,0.189,0.62,0.826,0.0,0.459,-5.966,0.0291,128.923,0.742,43.0,2010,2010s,0
"Netsky, David Guetta",Ice Cold,197680,2018,0.0349,0.463,0.958,0.00785,0.0944,-3.622,0.122,170.03,0.155,51.0,2010,2010s,0
Mitch James,Bright Blue Skies,182907,2018,0.259,0.799,0.373,0.0,0.166,-8.999,0.0558,98.035,0.534,62.0,2010,2010s,0
Ronnie Flex,Non Stop,146905,2018,0.66,0.751,0.582,0.0,0.187,-9.634,0.221,79.985,0.42,47.0,2010,2010s,0
Ben&Ben,Branches,217536,2018,0.471,0.475,0.704,0.0,0.0598,-5.441,0.0508,120.485,0.488,52.0,2010,2010s,0
Because,OTW,229930,2018,0.638,0.801,0.555,0.00115,0.0891,-8.999,0.0697,94.981,0.326,48.0,2010,2010s,0
back number,大不正解,211493,2018,0.00152,0.499,0.935,0.0,0.0572,-2.347,0.194,144.963,0.565,46.0,2010,2010s,0
Normie Rowe,Ooh La La,143307,2018,0.392,0.385,0.626,2.83e-05,0.312,-6.217,0.0272,104.28,0.503,2.0,2010,2010s,0
Konyha,Százszor Visszajátszott - Radio Edit,188593,2018,0.301,0.67,0.521,0.0,0.14,-6.692,0.0343,93.02,0.419,44.0,2010,2010s,0
"Yung Felix, Poke, Dopebwoy",Loco,163958,2018,0.0409,0.903,0.622,0.000136,0.36,-5.451,0.0905,107.977,0.438,58.0,2010,2010s,0
Lauv,The Other,189333,2018,0.421,0.38,0.553,2.63e-06,0.0788,-6.621,0.0653,179.629,0.384,64.0,2010,2010s,0
Agir,Minha Flor,231357,2018,0.39,0.716,0.557,0.0,0.182,-6.253,0.0443,137.98,0.574,40.0,2010,2010s,0
Shinedown,MONSTERS,248373,2018,0.00204,0.487,0.9,6.42e-06,0.11,-4.54,0.0529,149.959,0.377,68.0,2010,2010s,0
Vishal Dadlani,Ziddi Dil,286093,2018,0.0141,0.666,0.833,8.12e-06,0.111,-7.48,0.0451,99.007,0.541,52.0,2010,2010s,0
"Ilan Bluestone, Maor Levi, EL Waves, Spencer Brown",Will We Remain? - Spencer Brown Remix,243810,2018,0.00166,0.684,0.851,0.362,0.578,-5.944,0.0314,126.013,0.147,5.0,2010,2010s,0
"Tom Misch, Poppy Ajudha",Disco Yes,280878,2018,0.42,0.927,0.551,0.0346,0.298,-6.624,0.0921,123.042,0.665,66.0,2010,2010s,0
"Walle The Rapper, DJ KalleD",Party Tonight Pt 1,69160,2018,0.037,0.606,0.418,0.844,0.177,-9.523,0.0592,124.997,0.106,45.0,2010,2010s,2
David Bowie,"Golden Years - Live, Glastonbury, 2000",247280,2018,0.0248,0.57,0.907,0.00771,0.92,-8.382,0.0602,108.012,0.697,28.0,2010,2010s,1
Séra Bjössi,Beis Tan,80650,2018,0.0145,0.801,0.563,0.0162,0.0881,-9.558,0.465,125.39,0.682,20.0,2010,2010s,0
Akhil,Rang Gora,176200,2018,0.0829,0.517,0.613,0.0,0.0627,-7.569,0.0853,69.969,0.635,49.0,2010,2010s,0
The Longest Johns,Wellerman,138507,2018,0.696,0.821,0.44,0.0,0.225,-7.378,0.271,96.563,0.822,72.0,2010,2010s,0
Fiki,Пате,228153,2018,0.0711,0.575,0.928,1.27e-06,0.322,-2.935,0.137,192.02,0.553,31.0,2010,2010s,0
Allen Watts,Midnight,161739,2018,0.00283,0.428,0.983,0.946,0.981,-5.288,0.155,138.012,0.0375,4.0,2010,2010s,1
"MaRLo, Emma Chatt",Here We Are (Mixed),73427,2018,0.0184,0.67,0.844,0.0207,0.476,-6.591,0.0635,130.015,0.575,20.0,2010,2010s,0
Molly Sandén,Större,209413,2018,0.126,0.652,0.642,1.3e-06,0.107,-7.014,0.124,136.081,0.424,51.0,2010,2010s,0
Strands of Life,Hello (2017 Remaster),186137,2018,0.392,0.241,0.383,0.757,0.273,-10.927,0.0354,111.477,0.0383,0.0,2010,2010s,2
"Lomepal, Orelsan",La vérité,228653,2018,0.3,0.79,0.5,0.0,0.101,-8.489,0.365,131.818,0.451,55.0,2010,2010s,0
"KHEA, Jd Pantoja, Omar Varela",Se Motiva,163115,2018,0.106,0.778,0.639,0.0,0.159,-7.329,0.0379,96.005,0.886,58.0,2010,2010s,0
Coldiac,Vow,223342,2018,0.348,0.565,0.816,2.61e-05,0.276,-5.617,0.0333,142.943,0.629,46.0,2010,2010s,0
Jae Jin,Gonna Be Honest,192075,2018,0.654,0.387,0.491,0.000211,0.123,-8.202,0.0383,79.327,0.214,46.0,2010,2010s,2
"Za100let, Marek Ztraceny, Tomas Klus, Ewa Farna, XINDL X, Michal Hruza, David Stypka, Debbi, Čechomor, DIVOKEJ BILL, Jananas, Slza, Jelen, Mirai",Za 100 let,207732,2018,0.0368,0.633,0.579,0.0,0.036,-6.758,0.0865,179.988,0.556,47.0,2010,2010s,0
AVEC,Under Water - Club Edit,208835,2018,0.0449,0.736,0.682,0.0148,0.123,-8.175,0.0309,119.97,0.335,50.0,2010,2010s,0
Helene Holmes,Mary Had a Little Lamb,138309,2018,0.895,0.139,0.149,0.899,0.122,-14.833,0.0364,74.978,0.152,44.0,2010,2010s,2
MG,Yaya,169714,2018,0.225,0.74,0.816,0.0,0.167,-4.709,0.0531,140.098,0.775,37.0,2010,2010s,0
Bizarrap,Wanda Nara (Bizarrap Remix),247303,2018,0.239,0.618,0.804,0.0,0.105,-6.602,0.0659,151.956,0.709,52.0,2010,2010s,0
Manuş Baba,Bu Havada Gidilmez,229587,2018,0.217,0.581,0.717,5.06e-05,0.307,-5.325,0.026,95.027,0.584,54.0,2010,2010s,0
The Sloppy 5th's,Defend Belgium,414720,2018,0.000181,0.695,0.973,0.811,0.249,-3.964,0.0464,125.01,0.96,0.0,2010,2010s,0
XXXTENTACION,SAD!,166606,2018,0.258,0.74,0.613,0.00372,0.123,-4.88,0.145,75.023,0.473,87.0,2010,2010s,0
Santiz,Rastafari,147477,2018,0.716,0.412,0.389,3.95e-06,0.109,-9.113,0.0576,66.291,0.385,59.0,2010,2010s,2
Kapuchino,Porque Sera,192105,2018,0.636,0.558,0.581,0.0,0.102,-6.695,0.29,157.829,0.64,34.0,2010,2010s,0
Passenger,Hell or High Water,221226,2018,0.00222,0.421,0.705,1.6e-05,0.382,-6.572,0.0514,81.647,0.437,55.0,2010,2010s,0
"microM, Lil So-Ya, BACKJOY",Happy new year 2019,128784,2018,0.013,0.809,0.473,9.95e-06,0.164,-10.384,0.0554,96.008,0.0484,0.0,2010,2010s,0
BEIST,Råne-Ræser,194171,2018,0.639,0.715,0.649,0.000339,0.491,-8.077,0.0286,105.058,0.722,44.0,2010,2010s,0
